atga_last_6,atgf_last_6,atsa_last_6,atsf_last_6,atsta_last_6,atstf_last_6,htga_last_6,htgf_last_6,htsa_last_6,htsf_last_6,htsta_last_6,htstf_last_6,FTR
8,3,73,94,41,55,11,7,92,43,50,20,H
8,16,64,68,27,45,12,6,71,53,41,33,D
3,11,71,99,40,65,14,8,71,65,46,30,D
14,7,82,49,45,27,7,5,73,64,51,35,H
11,4,101,77,57,45,11,4,71,56,36,26,D
9,8,97,56,47,29,8,6,103,68,59,40,A
10,6,98,42,54,21,10,15,67,74,29,44,H
5,6,79,62,40,34,6,10,61,71,29,36,A
5,15,48,110,26,63,10,12,78,87,39,45,A
5,10,33,93,18,45,3,14,52,112,30,62,A
5,4,77,81,42,40,8,9,70,70,36,41,D
8,5,104,70,59,39,8,3,68,87,37,50,H
11,6,101,80,60,49,13,8,76,55,34,30,H
7,4,66,100,37,53,5,14,51,110,27,59,D
8,4,65,57,32,24,5,10,88,66,42,39,H
12,9,83,62,55,32,10,5,111,62,61,33,A
10,5,60,80,31,36,6,4,83,85,48,43,H
3,13,54,114,27,64,4,11,113,62,58,34,A
9,7,63,85,34,48,5,11,42,93,21,45,H
11,8,86,83,42,42,4,11,71,105,43,72,H
10,15,66,83,31,48,11,3,107,61,60,35,H
5,7,74,68,48,34,11,5,95,44,54,25,H
7,6,56,58,26,26,11,4,90,81,52,45,D
4,10,39,98,19,44,9,7,69,92,36,49,H
9,14,50,113,30,61,8,4,96,41,53,24,H
11,4,61,73,28,30,9,5,77,68,41,37,A
5,6,71,71,46,33,2,13,51,123,25,67,H
6,9,127,64,65,35,2,12,59,119,33,81,H
5,4,80,72,43,32,10,7,89,65,60,34,H
10,6,94,66,46,30,9,4,99,59,56,35,D
9,14,53,83,26,49,9,4,102,72,55,38,H
6,11,82,57,37,30,12,9,82,52,34,31,H
8,6,95,57,60,30,10,4,94,67,45,32,A
9,6,82,45,48,27,12,6,66,71,32,32,D
5,6,75,74,39,41,10,4,74,55,46,22,A
11,5,89,86,52,47,6,11,44,85,21,39,H
6,5,93,80,52,42,8,10,130,66,68,37,A
4,15,50,126,27,84,10,12,45,106,27,58,H
8,5,95,56,53,31,7,9,83,53,38,26,A
1,17,39,120,17,65,9,7,60,56,29,27,A
9,10,76,52,29,30,5,4,78,76,43,32,H
10,9,69,89,36,49,11,8,63,80,34,45,A
6,6,69,76,37,40,12,3,88,66,46,35,D
1,17,42,124,18,69,14,4,78,76,49,40,A
7,6,90,42,53,26,6,14,51,112,29,69,H
11,4,57,84,27,42,9,10,78,61,27,35,D
6,12,44,85,21,43,4,6,78,80,39,43,A
10,4,72,55,43,25,10,5,74,55,40,22,A
8,8,89,55,43,27,9,13,55,99,31,56,A
9,11,70,88,37,50,4,5,75,69,40,32,H
8,7,95,49,53,26,7,9,99,65,67,35,D
11,8,68,78,39,46,8,8,122,75,65,43,D
10,9,107,76,57,43,5,4,72,70,37,36,D
6,17,48,115,27,75,6,10,73,56,36,30,D
9,10,77,67,29,35,1,18,47,112,18,63,D
4,7,69,71,35,41,4,11,52,86,25,42,D
10,12,56,97,32,57,10,8,65,83,38,49,H
5,3,80,83,40,46,9,7,89,54,51,27,A
17,3,79,76,53,35,10,5,94,37,57,22,H
10,6,66,65,37,27,10,12,76,68,45,37,H
9,2,87,64,47,35,10,5,75,57,44,26,A
6,8,99,67,61,37,12,6,68,75,34,40,H
4,7,73,64,35,38,6,10,77,56,40,34,D
7,8,82,63,35,33,7,8,79,65,42,28,D
12,10,107,77,59,45,9,4,91,39,53,26,D
6,6,90,84,44,47,11,5,72,60,40,25,A
14,3,70,78,46,35,9,5,58,80,29,42,H
12,9,61,86,37,48,1,13,42,116,14,63,A
6,13,52,109,32,68,8,9,70,75,41,49,A
11,6,72,66,40,32,7,6,75,76,40,40,H
4,7,89,67,53,36,8,12,78,73,48,38,A
8,3,92,60,49,35,2,8,51,87,27,42,D
7,5,79,40,46,25,5,7,82,63,39,33,D
14,4,73,60,41,31,5,13,49,103,24,62,H
6,7,76,74,42,33,13,8,93,67,48,40,H
6,7,66,80,31,46,13,9,66,75,39,44,H
2,14,43,114,17,63,5,10,85,85,44,50,A
2,7,44,100,25,47,13,7,76,63,44,29,A
9,6,73,67,43,38,3,6,64,60,27,35,D
6,6,65,59,37,31,3,7,85,62,45,33,A
8,8,76,64,37,34,13,4,71,71,45,28,D
9,10,76,68,51,35,6,3,93,60,47,35,A
12,4,67,71,43,32,14,4,91,53,50,29,H
13,6,78,59,46,27,5,7,70,85,33,48,H
5,12,47,109,25,65,5,8,67,76,43,41,D
9,6,67,66,37,36,8,6,80,78,41,37,D
6,10,85,88,44,49,6,6,66,56,39,32,H
6,8,72,63,38,33,8,7,80,69,48,37,A
11,10,75,74,44,42,3,9,47,89,27,43,D
4,5,74,65,32,41,9,6,79,43,48,23,D
6,3,89,67,47,38,2,13,54,98,23,59,D
6,7,80,62,39,34,8,9,69,66,35,36,A
6,10,64,66,37,38,6,3,97,58,52,32,A
8,6,84,75,44,33,3,5,71,59,30,42,H
9,8,88,68,45,39,9,9,77,72,43,38,A
8,4,75,42,48,20,14,4,73,61,43,26,H
9,8,67,68,32,34,10,10,90,77,45,42,H
3,10,48,97,26,47,8,6,68,70,35,41,D
4,6,68,79,49,43,6,8,92,61,44,32,H
7,7,71,65,40,35,14,2,74,70,48,30,H
3,9,57,100,25,60,6,8,64,65,37,33,D
2,8,47,104,24,66,11,4,63,54,43,23,A
2,6,70,67,28,49,5,5,66,76,46,40,D
12,7,69,63,34,32,8,11,92,74,48,39,D
4,2,95,60,49,32,10,7,77,66,36,34,A
5,9,92,55,44,29,4,8,65,83,29,45,H
12,10,82,70,43,35,7,7,69,67,38,35,H
11,11,82,86,39,46,4,8,50,96,27,43,H
12,4,74,78,45,35,3,7,59,88,30,49,H
8,5,61,65,32,37,4,10,66,62,42,33,D
5,5,55,63,26,34,10,4,89,72,48,30,A
3,4,60,83,39,44,11,4,82,71,51,34,H
4,9,39,99,20,45,5,8,91,43,42,23,A
7,4,59,57,38,25,5,6,105,65,56,36,H
3,6,52,96,29,55,1,4,77,61,32,42,D
7,9,83,77,43,41,4,5,51,59,28,33,H
5,10,68,72,31,36,12,11,85,75,41,39,A
6,10,73,78,43,43,10,6,72,54,36,27,D
14,8,82,76,40,41,8,7,65,62,35,35,H
10,3,85,68,47,32,0,8,42,104,20,67,H
6,10,63,66,40,36,15,9,93,74,51,40,A
12,8,77,78,43,42,5,8,57,62,30,37,H
10,6,77,80,47,43,6,11,59,63,36,32,H
14,7,86,69,47,37,3,8,47,62,27,37,H
9,9,83,68,44,40,8,2,102,57,55,29,D
6,7,96,70,55,38,10,9,83,51,40,30,D
5,14,43,98,21,50,9,4,66,56,43,23,D
5,3,68,71,44,40,3,9,65,70,30,36,H
5,8,55,90,31,55,0,4,46,111,21,65,H
3,9,64,71,31,35,0,7,46,113,20,69,H
12,11,81,62,44,37,11,8,69,56,32,27,H
0,7,49,110,22,67,12,4,77,69,43,38,A
8,3,67,51,41,18,6,7,60,88,36,56,H
4,7,47,67,27,40,15,6,84,68,47,32,A
3,7,56,67,28,29,8,9,73,79,44,38,H
7,13,63,72,40,41,6,9,81,64,41,36,A
9,3,102,52,55,25,10,6,81,72,51,40,H
13,6,80,66,41,37,5,3,73,63,43,37,D
3,6,78,60,39,38,8,9,96,75,59,46,H
3,9,38,62,21,36,5,14,41,84,18,45,D
0,7,54,99,22,65,9,8,84,70,51,40,A
8,2,95,43,57,15,6,2,73,72,43,40,H
6,12,60,71,39,39,12,4,96,68,54,35,A
6,7,77,64,42,41,7,10,58,71,29,40,H
11,4,82,55,49,29,8,9,70,55,29,29,D
10,2,97,52,56,21,7,7,43,114,26,71,H
5,9,41,69,26,45,1,8,42,57,21,35,D
13,9,78,63,44,34,7,10,76,79,42,40,H
17,5,88,55,49,28,7,12,88,75,52,49,H
5,12,41,83,21,44,3,7,55,72,27,31,D
2,8,42,53,21,34,0,12,53,101,20,63,H
7,11,66,78,35,40,11,3,108,43,65,16,H
7,10,69,63,28,38,11,1,103,51,57,23,D
10,8,85,66,51,38,17,3,91,61,52,37,D
7,5,64,83,34,48,9,4,81,55,54,29,H
4,5,54,65,28,27,4,9,68,64,42,34,D
6,13,84,96,52,60,5,9,40,59,26,38,D
12,3,91,79,48,40,6,6,78,67,46,41,H
6,8,46,118,29,71,4,11,35,71,19,39,H
7,7,59,71,31,41,15,7,74,55,45,30,D
15,6,79,63,48,36,11,8,90,67,56,38,A
4,8,60,70,33,41,4,10,66,67,27,44,A
15,4,89,63,53,41,8,8,57,116,36,70,D
10,5,86,49,59,26,3,8,53,50,29,30,H
8,1,99,46,54,22,7,11,62,88,35,43,H
3,12,33,82,17,48,12,4,87,73,49,40,A
8,4,115,36,63,16,7,4,60,72,33,44,H
7,9,84,64,50,41,3,3,65,63,36,26,D
4,8,32,68,22,43,8,6,70,85,37,52,D
0,12,54,101,21,63,5,13,89,81,56,49,A
5,11,57,97,32,48,13,5,82,74,48,42,H
7,6,82,53,48,30,0,12,56,84,24,56,H
7,6,58,71,31,42,2,6,35,64,19,38,D
8,6,63,106,38,61,2,8,69,72,35,40,A
5,9,79,74,48,45,10,5,88,52,62,28,H
6,7,67,74,31,43,0,12,51,87,18,54,H
3,2,59,63,30,22,8,1,108,46,60,21,D
9,6,76,68,46,37,9,4,110,35,59,14,D
12,10,77,74,48,43,10,6,85,48,50,23,H
6,6,57,84,30,39,5,12,38,78,22,49,D
3,10,53,59,28,35,15,8,81,68,50,40,D
8,6,64,87,31,51,10,3,79,60,43,34,A
5,8,38,79,19,42,7,1,92,45,53,22,H
14,8,92,65,54,37,3,7,49,64,23,34,H
3,1,59,62,30,23,6,5,70,105,41,59,H
8,6,74,62,41,30,2,5,34,69,18,40,D
9,5,101,33,54,11,3,7,79,77,44,42,D
10,7,79,62,43,33,10,7,95,50,67,28,H
8,8,69,79,30,47,11,4,81,64,46,35,A
5,5,64,81,29,40,6,8,83,76,51,50,H
4,6,64,66,34,39,7,8,38,88,22,46,H
4,7,69,112,37,66,10,8,71,70,41,36,A
2,4,44,71,19,39,14,7,82,73,47,40,A
4,7,71,77,41,48,4,2,67,62,37,27,A
9,8,100,58,69,32,11,7,105,35,58,14,H
1,13,50,93,22,55,9,5,77,60,38,32,A
6,2,98,41,55,22,7,8,59,92,24,54,H
11,5,81,68,47,40,5,5,79,65,42,28,A
4,7,77,67,41,36,6,4,62,80,32,39,H
3,7,61,67,32,35,7,8,65,76,32,47,D
6,12,61,98,25,58,5,5,77,61,43,36,D
7,5,64,75,34,46,5,5,73,67,34,29,A
6,5,65,76,37,43,2,4,48,74,20,38,H
6,3,77,71,37,31,10,8,95,63,62,39,A
9,8,80,42,45,19,2,6,60,69,30,34,H
8,6,79,59,43,35,8,5,85,74,47,40,D
6,9,36,101,18,53,2,14,52,88,26,51,A
10,7,65,72,37,41,7,2,98,47,54,25,D
4,2,65,67,38,29,4,5,86,60,48,33,A
6,12,58,85,24,51,5,5,83,70,42,38,A
5,4,67,81,36,39,3,6,78,95,45,55,H
17,5,89,69,52,36,3,5,82,74,44,45,D
3,3,75,58,36,36,10,5,76,68,45,36,D
6,10,51,85,28,50,7,6,81,77,43,37,H
1,7,48,85,20,46,7,6,74,66,38,37,A
2,8,63,79,31,44,10,8,72,63,46,37,H
6,3,83,56,46,31,9,8,75,46,44,21,H
3,5,77,90,43,49,6,11,63,73,26,46,H
11,7,94,68,58,43,12,5,81,67,46,36,D
7,5,76,72,43,41,6,12,47,100,26,54,H
6,5,80,51,45,25,5,4,78,70,38,35,H
7,6,69,68,37,30,4,3,62,73,36,33,H
6,4,83,41,45,21,4,4,75,62,39,36,H
9,8,75,49,45,21,11,4,79,65,45,33,A
2,5,64,101,32,57,9,6,73,62,39,35,A
8,9,71,67,42,42,6,4,72,60,36,20,D
5,4,77,68,39,33,2,10,57,85,26,48,H
7,3,78,66,40,35,10,5,92,69,52,47,H
3,10,65,68,28,40,9,6,67,66,39,39,H
6,15,49,93,29,46,4,8,77,87,42,43,A
4,4,54,80,27,35,3,9,62,77,32,42,H
12,5,81,62,46,34,8,9,59,81,30,48,H
2,12,50,98,24,56,8,4,60,84,35,40,A
10,11,58,84,33,51,8,2,94,43,55,24,A
9,3,76,58,42,32,7,10,75,53,48,26,D
3,6,78,69,42,42,5,11,72,61,33,37,H
6,4,66,57,32,17,10,4,74,78,37,35,H
8,7,61,65,35,38,4,13,43,98,23,47,H
8,9,91,78,45,52,2,7,58,104,32,61,H
10,2,78,64,44,35,5,7,66,65,34,37,D
3,10,69,71,36,41,15,5,78,55,47,34,D
5,6,88,71,47,35,5,4,79,67,39,30,A
2,5,80,60,43,36,17,8,70,58,41,37,D
6,9,85,74,44,43,11,7,74,87,37,41,D
11,10,94,80,42,50,7,7,68,64,34,32,H
11,5,74,64,42,37,6,9,77,64,48,30,H
7,4,72,57,35,19,10,3,96,52,54,29,H
10,4,73,68,39,37,7,4,76,70,45,31,H
10,4,78,62,43,34,4,10,68,66,35,40,H
3,16,58,97,27,55,3,16,40,102,24,54,D
5,6,67,78,33,40,11,10,65,85,40,50,H
6,13,80,66,44,42,5,10,60,106,33,58,D
16,7,81,64,47,37,12,9,95,75,41,45,D
8,8,89,79,53,40,6,11,81,69,41,41,A
4,8,69,63,42,29,5,9,93,68,55,40,H
5,20,43,108,25,62,6,3,72,61,33,17,A
4,7,61,76,32,51,10,10,58,90,34,57,H
8,4,87,55,45,31,12,6,80,77,44,45,H
4,8,61,107,31,51,3,5,88,65,48,36,A
11,5,69,100,36,52,7,20,68,89,39,51,H
12,5,69,83,40,39,12,5,71,59,39,35,H
6,6,67,70,36,32,10,4,90,51,55,26,D
11,10,98,72,41,42,12,4,66,87,35,40,D
9,8,73,84,41,50,8,8,74,69,43,47,H
4,4,88,65,48,38,5,6,67,61,40,25,A
11,5,78,57,39,34,9,8,94,80,52,43,H
11,13,55,100,32,62,9,5,72,90,40,50,A
3,9,86,68,48,39,4,8,56,107,28,48,H
6,19,65,88,39,54,5,5,64,77,33,35,A
8,3,94,55,53,28,6,21,45,107,28,58,H
8,12,89,72,48,40,10,3,89,56,46,33,A
9,3,76,58,32,19,15,8,75,71,46,38,H
3,5,57,64,30,27,9,2,79,58,37,22,A
5,20,34,123,22,63,4,5,93,63,51,37,A
13,8,74,72,42,41,5,7,85,62,44,34,H
11,4,68,83,33,39,10,8,80,86,46,53,H
10,2,90,57,49,33,8,9,100,68,40,35,D
7,3,74,73,40,28,10,6,69,66,34,40,H
7,7,73,75,45,47,7,11,87,65,46,35,D
5,10,58,102,28,47,6,18,70,85,40,51,A
9,11,92,83,55,47,7,14,57,99,31,57,H
10,4,77,85,40,44,10,2,110,49,62,28,H
5,16,53,101,30,56,13,3,73,85,40,38,A
11,10,101,76,57,42,7,6,71,71,41,45,H
15,3,83,82,47,37,4,6,54,64,27,25,H
6,8,79,62,38,39,8,4,106,57,57,29,A
11,9,75,73,46,39,12,5,86,79,45,41,D
9,16,75,85,40,48,4,15,58,105,27,56,D
6,4,94,65,49,38,5,10,75,73,37,38,H
10,3,73,64,33,25,7,8,104,62,40,28,D
9,7,70,59,36,35,5,14,65,103,31,46,H
5,18,36,125,21,65,10,10,77,87,39,59,A
9,2,80,66,43,32,9,3,73,73,45,30,H
9,5,78,70,42,43,9,3,98,57,49,30,H
5,14,67,108,32,48,10,3,73,72,36,32,A
7,5,105,62,48,28,11,11,95,76,52,41,H
6,7,69,73,38,46,5,19,45,122,27,65,H
8,4,81,68,47,30,13,3,82,76,45,32,H
6,9,69,77,32,37,5,9,72,71,34,43,A
10,10,84,87,43,57,10,5,82,56,45,34,D
7,4,102,63,52,31,9,8,71,73,43,37,H
4,6,50,68,21,27,9,14,77,82,41,50,H
3,13,60,98,31,53,11,4,82,75,40,36,A
3,15,31,128,13,67,12,4,97,80,51,37,H
10,5,109,44,63,17,10,12,85,92,52,58,H
6,15,60,108,29,67,7,5,73,58,45,26,A
13,5,109,55,64,35,9,16,52,117,31,73,H
8,5,71,83,44,42,9,9,78,56,32,36,H
9,15,89,93,56,59,9,8,101,74,55,33,D
5,4,80,65,41,39,13,5,115,45,70,19,H
13,5,100,81,54,39,17,5,105,55,66,35,H
11,13,82,46,40,31,6,16,56,95,26,57,D
12,3,73,83,48,49,11,7,65,79,39,42,A
9,3,77,48,47,22,10,8,72,87,44,55,D
8,4,69,54,26,28,9,6,106,76,63,44,D
9,6,64,89,36,44,8,18,63,99,36,52,H
8,21,42,133,23,84,5,14,39,116,19,63,H
7,14,90,76,45,48,5,9,84,56,48,28,D
7,4,86,66,50,40,9,18,62,108,38,61,H
4,13,47,108,19,62,4,10,79,57,48,29,H
12,6,59,81,42,44,5,8,65,103,41,67,D
10,10,98,75,51,39,7,18,52,94,27,57,H
10,12,92,92,58,56,11,4,75,86,48,53,A
11,6,97,80,58,41,6,4,83,50,51,25,H
10,17,48,127,28,74,10,14,79,46,40,31,H
14,6,107,52,67,30,13,8,80,79,49,42,H
8,13,85,77,42,50,14,6,102,76,57,39,D
13,6,100,57,59,34,10,5,73,55,32,31,H
7,6,87,48,56,26,10,12,98,84,63,50,A
4,9,79,57,49,30,12,7,56,83,36,48,D
9,4,65,100,36,62,15,5,97,50,60,31,D
9,13,76,51,41,33,10,5,93,61,59,36,H
10,7,91,73,48,39,17,7,102,53,62,31,A
13,10,81,73,49,43,6,12,50,117,23,71,H
5,9,69,99,43,61,11,11,99,70,53,36,H
8,15,51,91,27,51,8,16,54,121,31,68,H
8,7,66,68,30,41,9,13,88,66,47,43,D
9,17,56,109,36,57,11,6,91,75,52,44,D
13,8,87,79,53,48,10,14,82,56,47,33,D
12,7,63,67,40,35,7,6,100,43,62,21,D
18,10,96,59,59,36,9,13,53,88,30,52,H
6,15,53,106,31,60,8,9,77,73,33,43,H
9,9,77,74,43,40,8,4,60,97,31,58,H
14,4,81,52,45,30,17,8,88,62,53,40,H
6,14,52,116,25,69,10,12,90,74,51,39,A
10,10,95,86,59,48,9,18,61,115,41,64,H
5,8,81,60,50,34,7,9,69,90,44,59,D
11,14,88,74,46,42,9,6,87,69,51,43,D
6,8,79,61,47,37,14,10,92,82,54,52,H
12,9,96,75,57,39,8,7,76,67,42,42,H
5,6,54,97,28,58,19,7,107,48,65,27,H
13,10,69,67,43,42,9,10,76,78,41,42,D
11,12,91,66,51,36,10,9,96,82,58,46,H
5,19,58,114,40,67,11,8,60,69,35,37,A
6,9,68,93,44,57,12,10,86,88,49,54,A
8,12,44,91,24,50,5,16,63,125,29,76,H
7,7,93,49,59,24,12,3,85,54,46,31,H
8,10,77,69,30,41,13,8,86,70,49,37,D
8,6,89,65,52,40,9,12,57,85,34,47,D
7,10,84,73,38,43,10,7,100,56,55,33,H
7,11,74,76,44,50,15,10,74,63,46,43,D
14,7,68,65,40,39,5,14,75,112,35,70,H
11,10,75,92,43,53,12,5,78,54,41,28,D
8,10,61,81,34,44,9,11,54,93,31,46,D
7,8,77,84,47,52,6,8,46,91,27,49,H
6,19,58,102,41,62,10,11,91,72,56,37,H
17,10,98,51,57,29,16,9,105,77,64,43,A
6,7,57,89,29,49,8,7,98,46,62,22,H
10,9,70,81,41,44,7,11,85,83,49,50,H
16,10,103,51,60,33,7,10,73,67,36,36,H
10,7,79,83,46,49,9,7,72,59,37,33,H
8,7,85,67,48,30,18,7,84,77,49,40,H
11,11,66,64,40,42,12,11,77,88,45,53,H
6,9,55,96,31,53,6,7,54,87,24,44,A
8,15,86,93,47,54,7,11,76,74,43,50,D
17,7,108,82,69,47,5,11,60,65,29,34,D
6,8,99,53,62,24,13,8,87,51,46,29,D
10,8,64,56,35,34,9,9,59,70,32,38,D
2,17,64,121,29,76,7,18,45,97,30,61,A
10,7,56,81,34,38,12,8,79,64,47,35,A
8,7,102,47,56,29,13,5,81,54,46,31,A
5,11,71,91,40,52,13,15,82,85,51,47,A
16,6,103,74,67,40,13,5,82,51,45,28,H
6,7,95,50,45,30,16,7,82,80,47,45,A
15,12,65,65,39,39,10,7,55,95,27,48,H
5,7,86,52,49,22,8,12,45,78,28,46,H
8,9,56,78,34,42,11,5,85,50,45,27,D
9,9,64,59,31,35,7,10,78,79,47,49,H
2,18,57,116,29,73,9,9,55,78,29,38,H
7,14,86,99,42,62,13,7,76,63,48,38,D
7,5,84,72,49,31,6,10,59,60,29,30,H
13,6,86,51,50,33,8,14,78,109,35,69,A
18,8,87,85,52,45,6,5,86,46,46,22,D
6,12,75,80,44,47,4,13,67,96,40,56,A
6,5,74,54,41,28,12,9,69,57,35,33,D
8,8,60,81,31,39,8,4,85,67,48,29,D
4,9,47,65,27,30,14,10,62,70,37,42,D
9,10,52,86,28,42,16,6,102,76,71,43,D
15,13,85,81,52,45,5,9,93,57,40,37,H
12,7,83,61,51,32,2,18,63,105,32,66,D
7,11,47,70,30,42,7,9,52,78,30,47,A
4,5,63,66,37,36,4,8,93,54,41,33,H
14,11,84,80,54,43,17,6,99,76,65,43,H
12,6,92,46,52,32,3,13,64,105,39,60,H
5,12,82,75,49,44,7,4,75,69,41,32,A
6,11,38,62,24,37,12,10,61,68,35,41,D
9,9,69,82,37,43,5,16,68,104,37,64,H
19,7,89,83,48,45,9,8,52,73,30,44,H
10,11,53,80,31,41,8,14,73,105,36,67,H
7,2,71,67,36,30,13,11,65,75,34,40,H
7,9,50,79,29,48,11,6,82,68,42,35,H
3,14,66,97,39,58,4,7,51,67,32,30,H
5,17,64,117,29,69,5,3,67,64,40,34,A
8,6,75,52,42,25,3,13,83,73,47,38,H
10,9,72,58,39,34,7,9,39,61,22,34,H
5,10,87,60,39,35,14,9,95,62,56,35,D
6,14,60,98,34,55,16,10,94,75,56,42,D
13,9,70,65,38,39,13,4,94,39,56,26,H
8,7,79,73,39,38,15,10,105,65,56,40,H
14,8,81,72,50,36,9,5,72,60,33,29,D
7,4,81,55,43,25,13,12,66,73,35,37,H
7,1,59,62,34,32,17,8,80,83,44,47,D
5,17,63,114,32,63,3,9,48,70,24,34,D
14,9,81,84,54,49,12,6,69,69,42,41,D
7,14,45,106,29,52,4,9,79,57,32,34,D
9,5,93,43,56,32,7,7,59,59,33,37,H
2,9,83,71,43,33,6,8,37,68,18,37,H
5,14,64,92,37,52,12,7,83,48,44,28,A
10,5,75,65,34,34,5,2,65,63,38,32,D
2,9,51,73,23,35,7,10,52,110,30,50,H
12,6,70,73,41,42,12,9,73,73,45,35,H
4,8,94,65,39,36,7,3,77,55,41,24,A
12,9,104,62,55,35,4,8,67,92,33,48,H
11,12,63,76,32,37,7,5,84,45,52,31,A
5,7,56,63,29,41,4,8,91,68,49,30,A
12,5,86,48,45,26,10,9,77,82,48,45,D
17,8,81,78,44,43,6,14,65,93,38,52,H
5,11,39,78,20,46,9,7,83,70,41,38,A
4,7,62,68,31,34,8,2,72,58,39,27,H
9,9,77,92,47,48,3,15,42,87,21,53,D
5,15,56,104,32,60,4,8,98,61,43,34,D
7,4,71,73,42,39,10,14,66,71,35,35,H
11,7,80,69,35,38,8,9,50,121,30,56,H
10,16,64,70,32,33,9,11,74,89,45,45,H
9,3,85,69,52,41,6,12,51,100,30,59,H
5,6,55,66,28,43,10,5,75,62,42,32,D
12,4,97,52,48,26,3,9,58,90,31,40,D
13,7,76,78,44,44,9,5,83,48,50,35,A
11,4,109,56,54,32,4,7,80,67,41,33,D
6,8,69,70,38,34,11,5,68,72,37,39,H
5,15,46,81,22,50,10,11,74,83,44,43,A
1,7,51,96,27,47,6,7,52,55,30,35,H
11,10,76,91,46,47,4,15,52,88,25,54,H
11,3,105,52,59,25,5,15,54,108,30,61,H
10,3,100,66,59,38,13,11,84,81,49,41,H
7,4,108,53,53,28,9,7,85,60,43,32,D
8,7,72,68,40,38,2,7,61,85,29,42,H
4,8,52,62,30,37,10,3,86,45,54,28,D
5,18,51,91,26,59,4,4,83,71,43,37,D
13,8,76,82,44,48,11,7,73,69,39,37,H
3,6,94,57,46,30,8,15,44,134,25,63,H
17,9,87,68,43,36,7,11,63,87,38,45,H
4,10,43,88,28,45,12,7,79,77,42,49,A
10,8,73,74,41,40,7,5,106,51,52,25,D
10,9,80,83,48,39,3,6,50,56,29,33,H
4,3,79,71,42,34,9,6,75,65,39,38,A
5,15,39,134,21,67,10,2,102,66,59,35,A
2,6,61,79,30,42,6,5,105,46,56,24,D
10,2,74,48,47,29,12,3,117,55,68,28,D
5,16,58,121,33,67,5,15,53,85,26,58,A
10,6,83,65,39,36,9,13,65,64,30,31,H
9,6,67,63,37,33,18,8,89,57,44,30,D
5,15,37,129,21,68,14,5,116,54,63,25,D
11,5,80,66,36,34,11,3,68,70,41,39,H
10,4,73,71,37,39,3,19,66,116,33,68,H
4,3,79,69,45,36,3,5,60,93,27,52,D
11,5,75,76,44,45,16,8,82,48,43,30,D
8,8,73,69,45,35,7,4,62,53,34,31,H
6,15,56,68,27,32,12,6,119,55,65,26,H
4,4,91,49,44,25,11,2,101,63,59,35,H
11,4,74,69,48,42,11,6,84,64,48,28,D
3,10,51,79,31,45,1,8,40,62,24,36,H
9,4,70,57,42,32,6,4,118,45,64,24,H
8,13,57,84,28,53,5,15,38,130,19,73,H
13,6,85,52,44,33,15,2,87,64,42,38,D
10,4,109,61,58,33,9,3,72,73,48,43,H
10,5,76,69,45,34,5,12,57,74,26,38,H
6,7,54,55,30,37,10,5,74,82,45,46,D
6,5,111,58,62,33,5,4,79,63,42,31,H
3,5,55,115,26,66,11,3,75,57,46,25,H
5,17,41,112,21,64,3,9,50,73,29,44,H
1,7,40,57,25,30,9,9,56,84,25,49,H
2,21,61,118,32,65,4,2,94,62,55,33,D
10,7,117,51,65,24,10,7,74,70,48,36,H
5,12,61,70,28,36,5,8,58,58,35,40,D
10,3,72,64,42,33,10,5,76,84,48,49,D
13,6,85,49,46,29,7,8,56,89,27,50,H
3,17,60,107,32,55,4,9,52,56,25,33,H
5,9,58,54,33,39,14,3,81,65,39,37,A
9,5,121,46,69,21,5,4,77,63,39,36,H
6,16,45,108,23,58,9,4,71,59,40,27,A
2,6,40,54,24,28,6,10,58,67,27,34,D
8,5,97,56,60,33,6,4,71,75,42,48,H
4,3,60,104,28,61,5,5,61,83,32,44,A
12,3,114,56,65,29,2,3,87,65,49,36,H
8,3,68,60,34,27,8,6,68,69,44,35,H
3,7,63,80,33,46,5,17,65,104,34,50,H
8,3,65,71,40,37,10,5,96,56,60,34,H
8,4,66,59,37,28,7,1,60,63,27,30,H
12,3,81,70,36,43,15,5,105,57,57,30,A
5,6,56,59,26,29,4,11,49,92,27,47,A
7,8,50,91,25,51,4,8,59,57,38,37,A
4,8,66,73,45,39,1,5,38,56,20,27,H
5,6,69,72,41,45,13,4,80,42,45,25,D
3,10,57,58,25,35,4,6,60,92,33,55,H
7,1,56,65,26,33,6,7,58,82,32,47,A
14,6,94,60,51,33,6,7,47,88,24,48,H
5,17,64,92,33,48,7,4,62,56,32,28,A
12,5,116,45,63,22,5,9,62,59,30,39,H
2,5,43,55,22,28,7,2,62,69,38,31,H
9,5,93,60,52,34,12,4,83,69,40,40,A
6,3,61,76,28,39,6,2,60,47,33,27,H
6,8,72,55,46,35,16,7,100,58,56,33,D
6,12,64,66,31,42,7,7,79,65,43,37,D
6,3,63,71,34,31,10,3,66,67,31,30,H
8,4,71,62,35,30,15,7,92,63,50,33,A
7,7,59,88,31,51,8,10,52,90,30,43,H
7,10,47,96,27,51,13,6,109,44,58,22,A
3,8,88,69,50,37,7,9,76,59,44,35,D
6,7,64,74,42,39,3,8,61,98,38,59,H
5,10,66,59,33,31,4,6,56,54,28,31,D
3,6,68,66,39,40,5,14,68,82,35,39,H
12,5,80,70,40,44,3,5,49,60,22,28,H
3,8,93,62,53,32,9,2,60,70,32,32,A
