Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HHW,AHW,HC,AC,HF,AF,HO,AO,HY,AY,HR,AR,HBP,ABP,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA
E0,01/01/01,Derby,Everton,1,0,H,1,0,H,Alan Wiley,7,9,3,6,0,1,5,11,9,18,1,1,2,3,0,0,20,30,1.85,3.2,3.5,2.1,2.9,2.9,1.91,3.4,3.25,1.91,3.25,3.5,1.83,3.3,3.6
E0,01/01/01,Leeds,Middlesbrough,1,1,D,0,1,A,David Ellaray,16,5,5,3,0,0,5,1,14,15,4,0,2,3,0,0,20,30,1.6,3.4,4.4,1.55,3.3,4.5,1.61,3.5,4.5,1.53,3.5,5.5,1.57,3.25,5.5
E0,01/01/01,Leicester,Bradford,1,2,A,1,2,A,Steve Lodge,9,8,3,4,0,0,5,3,11,14,4,5,0,3,0,0,0,30,1.45,3.6,6,1.5,3.4,4.7,1.4,3.75,7,1.4,3.75,7,1.4,3.6,7.5
E0,01/01/01,Liverpool,Southampton,2,1,H,1,1,D,Dermot Gallagher,16,7,8,3,0,0,15,2,8,5,1,0,0,1,0,0,0,10,1.32,4,6.9,1.35,3.8,6.2,1.36,3.75,8,1.33,4.2,8,1.3,4,9.5
E0,01/01/01,Man United,West Ham,3,1,H,2,0,H,Peter Jones,25,9,12,5,1,0,8,2,17,13,1,5,1,2,0,0,10,20,1.3,4.2,7,1.4,3.6,5.5,1.33,4,8,1.3,4.5,8,1.28,4.5,8
E0,01/01/01,Sunderland,Ipswich,4,1,H,1,1,D,Neale Barry,16,9,9,3,0,0,4,3,15,10,5,4,1,5,0,0,10,50,1.85,3.2,3.5,1.9,3,3.1,1.73,3.5,3.75,1.75,3.4,4,1.83,3.3,3.6
E0,02/01/01,Tottenham,Newcastle,4,2,H,3,1,H,Steve Bennett,16,9,10,4,0,0,9,6,11,10,8,1,0,2,1,2,25,70,1.85,3.2,3.5,2,2.9,3,1.8,3.4,3.6,1.9,3.25,3.6,1.83,3.4,3.5
E0,13/01/01,Arsenal,Chelsea,1,1,D,1,0,H,David Ellaray,15,12,8,8,0,0,10,3,13,15,4,4,1,4,0,0,10,40,1.7,3.2,4.6,1.8,3,3.5,1.73,3.4,4,1.73,3.2,4.5,1.72,3.2,4.33
E0,13/01/01,Aston Villa,Liverpool,0,3,A,0,2,A,Graham Barber,5,12,1,6,0,1,1,4,7,10,3,4,2,0,0,0,20,0,2.6,3.2,2.4,2.3,2.9,2.5,2.6,3.2,2.37,2.7,3.1,2.38,2.75,3.1,2.3
E0,13/01/01,Bradford,Man United,0,3,A,0,0,D,Alan Wiley,9,20,3,11,0,0,1,9,11,11,8,7,1,0,0,0,10,0,7.2,3.7,1.4,5,3.5,1.45,7,4,1.36,7,4,1.4,8,4,1.33
E0,13/01/01,Everton,Tottenham,0,0,D,0,0,D,Andy D'Urso,17,4,8,1,0,0,9,0,11,15,2,2,1,0,0,0,10,0,2.1,3.1,3,2.1,2.9,2.9,2,3.2,3.2,2.1,3.2,3,2.1,3.1,3.1
E0,13/01/01,Man City,Leeds,0,4,A,0,1,A,Mike Dean,5,10,3,6,0,0,4,5,23,17,4,6,5,3,0,0,50,30,2.6,3.2,2.4,2.35,3,2.35,2.75,3.2,2.25,2.7,3.2,2.3,2.5,3.3,2.37
E0,13/01/01,Middlesbrough,Derby,4,0,H,1,0,H,Rob Styles,13,6,8,3,1,0,4,5,8,14,3,4,0,4,0,0,0,40,1.7,3.3,4.1,1.8,3,3.5,1.83,3.2,3.75,1.8,3.25,4,1.8,3.3,3.75
E0,13/01/01,Newcastle,Coventry,3,1,H,1,0,H,Jeff Winter,11,12,6,5,0,0,2,7,6,9,7,11,0,3,0,0,0,30,1.55,3.4,5.8,1.55,3.3,4.5,1.57,3.5,5,1.53,3.5,5.5,1.53,3.4,5.5
E0,13/01/01,Southampton,Charlton,0,0,D,0,0,D,Steve Lodge,17,10,6,4,1,0,9,3,8,12,1,2,0,0,0,0,0,0,1.8,3.35,3.7,1.8,3,3.5,1.8,3.25,3.75,1.75,3.25,4.2,1.7,3.4,4.2
E0,13/01/01,West Ham,Sunderland,0,2,A,0,1,A,Matt Messias,13,7,6,5,1,0,9,6,20,21,9,2,4,2,0,0,40,20,2.1,3.2,2.9,2,2.9,3,2.1,3.2,3,2.05,3.2,3.2,2.1,3.2,3
E0,14/01/01,Ipswich,Leicester,2,0,H,0,0,D,Mike Riley,22,6,9,3,1,0,8,1,14,10,0,4,1,1,0,0,10,10,1.9,3.3,3.45,2,2.9,3,1.8,3.25,3.75,1.91,3.25,3.5,1.9,3.25,3.4
E0,20/01/01,Chelsea,Ipswich,4,1,H,1,1,D,Andy D'Urso,23,5,10,2,1,0,11,1,11,12,8,3,3,0,0,1,30,25,1.6,3.45,4.7,1.6,3.2,4.2,1.61,3.5,4.5,1.62,3.4,5,1.57,3.5,5
E0,20/01/01,Coventry,Everton,1,3,A,0,3,A,Paul Durkin,9,8,5,4,0,0,15,3,9,22,1,10,0,1,0,0,0,10,1.9,3.15,3.5,1.9,3,3.1,2,3.2,3.2,1.85,3.25,3.5,1.83,3.3,3.6
E0,20/01/01,Derby,Man City,1,1,D,0,0,D,Jeff Winter,9,10,3,4,0,0,5,4,17,22,4,5,2,2,0,0,20,20,1.85,3.25,3.65,1.75,3.1,3.6,1.73,3.4,4,1.8,3.25,4,1.8,3.3,3.75
E0,20/01/01,Leeds,Newcastle,1,3,A,1,2,A,Alan Wiley,12,11,5,7,0,0,16,1,12,18,2,4,2,1,0,0,20,10,1.6,3.5,4.5,1.6,3.2,4.2,1.57,3.5,5,1.57,3.4,5.5,1.61,3.5,4.5
E0,20/01/01,Leicester,Arsenal,0,0,D,0,0,D,Barry Knight,3,13,0,4,0,1,1,9,6,8,2,5,2,2,1,0,45,20,3.1,3.25,2,2.9,2.9,2.1,3.2,3.2,2,3.25,3.25,2,3.2,3.2,2
E0,20/01/01,Liverpool,Middlesbrough,0,0,D,0,0,D,Steve Dunn,22,4,7,2,0,0,7,3,9,10,3,3,1,1,0,0,10,10,1.4,3.8,6.7,1.5,3.4,4.7,1.44,3.6,6.5,1.44,3.6,7,1.4,3.6,7.5
E0,20/01/01,Man United,Aston Villa,2,0,H,0,0,D,Mike Riley,12,5,7,3,0,0,7,3,10,19,3,7,1,2,0,0,10,20,1.25,4.6,9.5,1.3,4,7,1.28,4.5,8,1.29,4.5,9,1.28,4.33,8.5
E0,20/01/01,Tottenham,Southampton,0,0,D,0,0,D,Clive Wilkes,9,9,4,6,1,0,6,0,10,15,1,2,0,1,0,0,0,10,1.6,3.45,5,1.75,3.1,3.6,1.67,3.25,4.5,1.62,3.4,5,1.57,3.5,5
E0,21/01/01,Sunderland,Bradford,0,0,D,0,0,D,Mark Halsey,14,7,6,3,0,1,8,7,10,13,0,7,0,1,0,0,0,10,1.3,4.2,8,1.3,4,7,1.4,3.75,7,1.33,4,8.5,1.33,4,8
E0,22/01/01,Charlton,West Ham,1,1,D,1,0,H,Dermot Gallagher,9,18,3,3,0,0,0,5,11,8,2,2,0,1,0,0,0,10,2.25,3.05,2.9,2.3,2.9,2.5,2.25,3.2,2.75,2.2,3.2,2.88,2.2,3.2,2.8
E0,24/01/01,Aston Villa,Leeds,1,2,A,1,1,D,Steve Bennett,12,7,4,3,3,0,5,3,11,10,1,1,2,0,0,0,20,0,2.15,3.2,2.9,2.1,2.9,2.9,2.25,3.2,2.75,2.3,3.2,2.7,2.1,3.2,3
E0,30/01/01,Arsenal,Bradford,2,0,H,2,0,H,Clive Wilkes,20,6,8,2,2,0,6,3,12,14,3,1,1,2,0,0,10,20,1.23,4.8,10,1.2,4.7,9,1.28,4.33,9,1.25,4.6,10,1.2,5,11
E0,30/01/01,Charlton,Derby,2,1,H,1,1,D,Mike Dean,13,6,9,3,1,0,9,3,13,14,0,4,2,1,0,0,20,10,1.75,3.4,4,1.75,3.1,3.6,1.73,3.2,4.33,1.83,3.25,3.75,1.9,3.25,3.4
E0,31/01/01,Chelsea,Newcastle,3,1,H,1,1,D,Mark Halsey,14,4,4,2,0,0,7,2,12,19,1,4,1,3,0,0,10,30,1.6,3.5,4.8,1.6,3.2,4.2,1.53,3.5,5.5,1.53,3.5,5.5,1.57,3.5,5
E0,31/01/01,Everton,Middlesbrough,2,2,D,0,1,A,Graham Barber,17,6,8,3,0,0,9,1,17,12,1,3,1,5,0,0,10,50,2.3,3.3,2.6,2.2,2.9,2.7,2.4,3.25,2.5,2.4,3.2,2.6,2.25,3.4,2.6
E0,31/01/01,Leeds,Coventry,1,0,H,0,0,D,Rob Harris,11,3,6,1,1,0,9,2,18,19,4,1,4,5,0,0,40,50,1.45,3.6,6.5,1.5,3.4,4.7,1.44,3.75,6,1.44,3.75,6.5,1.4,3.75,7
E0,31/01/01,Man City,Liverpool,1,1,D,0,1,A,Peter Jones,4,16,2,3,0,0,5,11,17,13,3,2,1,1,0,0,10,10,3.8,3.3,1.8,2.9,3,2,4,3.2,1.8,3.75,3.25,1.83,3.75,3.3,1.8
E0,31/01/01,Southampton,Leicester,1,0,H,0,0,D,Steve Bennett,10,6,5,3,0,0,3,3,14,12,1,1,0,3,0,0,0,30,2.1,3,3.3,2.1,2.9,2.9,2,3.2,3.2,2,3.2,3.3,2.2,3.25,2.75
E0,31/01/01,Sunderland,Man United,0,1,A,0,0,D,Graham Poll,9,13,2,7,0,0,3,2,15,13,5,11,2,0,2,1,70,25,3.6,3.25,1.85,2.8,3,2.1,3.5,3.2,1.91,3.4,3.2,1.95,3.5,3.2,1.9
E0,31/01/01,West Ham,Tottenham,0,0,D,0,0,D,Neale Barry,17,14,6,6,1,0,9,4,9,16,4,2,1,1,0,0,10,10,1.91,3.2,3.6,1.85,3,3.3,1.91,3.2,3.5,1.91,3.2,3.6,1.9,3.25,3.4
E0,03/02/01,Bradford,Aston Villa,0,3,A,0,0,D,Dermot Gallagher,9,13,2,6,0,0,3,4,14,14,3,10,2,0,0,0,20,0,2.7,3,2.4,2.7,2.9,2.2,2.4,3.25,2.5,2.63,3.2,2.38,2.62,3.25,2.3
E0,03/02/01,Coventry,Arsenal,0,1,A,0,0,D,Mike Dean,12,8,4,6,0,0,3,7,13,14,2,5,3,4,0,0,30,40,4.05,3.2,1.75,3.2,2.9,1.9,4.33,3.4,1.67,4.33,3.25,1.73,4,3.4,1.72
E0,03/02/01,Derby,Sunderland,1,0,H,1,0,H,Barry Knight,9,17,3,5,1,1,3,4,16,18,14,1,7,3,0,0,70,30,2.67,3.1,2.35,2.4,2.9,2.4,2.6,3.2,2.37,2.63,3.2,2.38,2.75,3.2,2.25
E0,03/02/01,Ipswich,Leeds,1,2,A,0,2,A,Peter Jones,11,10,6,3,0,0,3,4,10,15,0,7,1,2,1,0,35,20,2.1,3.1,3.12,2.2,2.9,2.7,2.2,3.25,2.75,2.25,3.25,2.75,2.25,3.2,2.75
E0,03/02/01,Leicester,Chelsea,2,1,H,1,0,H,Steve Dunn,10,8,5,4,0,0,2,7,7,13,3,1,0,1,0,0,0,10,2.32,3,2.82,2.4,2.9,2.4,2.5,3.25,2.4,2.6,3.2,2.4,2.62,3.25,2.3
E0,03/02/01,Liverpool,West Ham,3,0,H,2,0,H,Steve Bennett,14,8,10,3,0,0,5,3,9,6,0,0,0,1,0,1,0,35,1.46,3.55,6.4,1.55,3.3,4.5,1.5,3.4,6,1.5,3.5,6,1.5,3.8,5
E0,03/02/01,Man United,Everton,1,0,H,0,0,D,Jeff Winter,8,5,1,1,0,0,2,5,8,11,3,4,0,2,0,0,0,20,1.2,5,11,1.2,4.7,9,1.22,5,9,1.22,5,10,1.22,4.5,12
E0,03/02/01,Middlesbrough,Man City,1,1,D,0,1,A,Alan Wiley,14,6,6,3,0,0,4,2,12,14,4,6,0,2,1,0,25,20,1.7,3.2,4.4,1.7,3.1,3.8,1.61,3.25,5,1.67,3.25,4.75,1.66,3.4,4.33
E0,03/02/01,Tottenham,Charlton,0,0,D,0,0,D,David Ellaray,9,7,3,2,0,0,2,3,17,14,2,1,2,0,0,0,20,0,1.68,3.3,4.6,1.8,3,3.5,1.67,3.25,4.5,1.73,3.25,4.33,1.66,3.4,4.33
E0,07/02/01,Everton,Leeds,2,2,D,1,0,H,Neale Barry,7,9,4,5,0,1,4,7,18,18,3,3,2,1,0,0,20,10,2.75,3.2,2.25,2.4,2.9,2.4,2.75,3.25,2.2,2.75,3.25,2.25,2.8,3.2,2.2
E0,10/02/01,Arsenal,Ipswich,1,0,H,0,0,D,Rob Harris,17,5,10,3,0,0,11,3,16,15,4,3,2,1,0,0,20,10,1.4,3.9,6.75,1.4,3.6,5.5,1.33,4,8,1.36,4,7.5,1.36,3.75,8
E0,10/02/01,Aston Villa,Middlesbrough,1,1,D,1,0,H,Clive Wilkes,15,6,4,3,0,0,7,4,11,11,0,3,1,1,0,0,10,10,1.95,3,3.7,1.9,2.9,3.2,2.1,3.2,3,2,3.2,3.3,1.9,3.25,3.4
E0,10/02/01,Chelsea,Man United,1,1,D,1,0,H,David Ellaray,8,16,4,6,0,0,3,8,16,12,3,0,0,2,0,0,0,20,2.7,3.05,2.35,2.3,2.9,2.5,2.75,3.2,2.25,2.63,3.2,2.38,2.7,3,2.37
E0,10/02/01,Everton,Leicester,2,1,H,2,0,H,Rob Styles,9,9,6,2,0,0,7,2,12,7,3,2,3,2,0,0,30,20,2.4,2.9,2.8,2.3,2.9,2.5,2.37,3.2,2.6,2.25,3.2,2.8,2.25,3.2,2.75
E0,10/02/01,Leeds,Derby,0,0,D,0,0,D,Jeff Winter,12,3,6,2,0,0,17,4,11,17,4,2,2,5,0,0,20,50,1.4,3.65,6.5,1.55,3.3,4.5,1.44,3.75,6,1.44,3.75,6.5,1.44,3.6,6.5
E0,10/02/01,Man City,Tottenham,0,1,A,0,0,D,Steve Dunn,11,11,4,4,1,0,7,3,17,10,2,6,1,0,0,0,10,0,2.35,3,2.75,2.3,2.9,2.5,2.2,3.25,2.75,2.2,3.2,2.88,2.37,3.1,2.62
E0,10/02/01,Southampton,Bradford,2,0,H,0,0,D,Graham Poll,12,4,6,1,0,0,8,0,9,16,9,4,0,1,0,0,0,10,1.5,3.6,5.7,1.5,3.4,4.7,1.44,3.6,6.5,1.5,3.5,6,1.53,3.4,5.5
E0,10/02/01,Sunderland,Liverpool,1,1,D,0,0,D,Graham Barber,9,8,6,4,0,0,9,6,15,25,4,6,5,3,0,0,50,30,2.5,2.95,2.6,2.35,3,2.35,2.6,3.2,2.37,2.5,3.2,2.5,2.5,3.25,2.4
E0,11/02/01,Charlton,Newcastle,2,0,H,2,0,H,Paul Durkin,11,5,4,3,1,0,4,11,10,12,0,2,2,1,0,0,20,10,2.2,3,3,2.2,2.9,2.7,2.1,3.2,3,2.2,3.2,2.88,2.2,3.2,2.8
E0,12/02/01,West Ham,Coventry,1,1,D,0,0,D,Dermot Gallagher,21,13,9,4,1,0,5,4,13,16,3,4,2,5,0,0,20,50,1.55,3.4,5.6,1.55,3.3,4.5,1.5,3.4,6,1.57,3.4,5.5,1.57,3.5,5
E0,24/02/01,Bradford,West Ham,1,2,A,0,1,A,Steve Lodge,15,11,5,5,0,0,7,1,9,10,4,6,1,2,0,0,10,20,2.82,3.1,2.25,2.9,2.9,2.1,,,,3,3.25,2.1,3,3.2,2.1
E0,24/02/01,Coventry,Charlton,2,2,D,1,1,D,Mark Halsey,17,15,7,7,0,1,3,7,15,11,0,7,0,0,0,0,0,0,2.28,3.15,2.75,2.2,2.9,2.7,,,,2.2,3.25,2.8,2.25,3.2,2.75
E0,24/02/01,Derby,Aston Villa,1,0,H,1,0,H,Alan Wiley,9,19,5,7,0,1,1,9,9,10,3,2,1,1,0,0,10,10,2.37,3.1,2.65,2.3,2.9,2.5,,,,2.38,3.2,2.63,2.37,3.1,2.62
E0,24/02/01,Ipswich,Everton,2,0,H,0,0,D,Graham Poll,12,8,6,2,0,0,3,2,11,14,1,5,1,2,0,1,10,45,1.82,3.2,3.85,1.85,3,3.3,,,,1.85,3.25,3.75,1.83,3.2,3.75
E0,24/02/01,Leicester,Sunderland,2,0,H,1,0,H,Andy D'Urso,11,9,7,3,0,0,6,5,13,16,9,1,0,4,0,1,0,65,2.1,3.1,2.85,1.9,3,3.1,,,,1.9,3.25,3.5,1.83,3.2,3.75
E0,24/02/01,Middlesbrough,Southampton,0,1,A,0,0,D,Neale Barry,11,10,6,5,1,0,3,6,9,9,4,6,1,0,0,0,10,0,1.85,3.2,3.7,1.85,3,3.3,,,,1.85,3.2,3.75,1.9,3.1,3.6
E0,24/02/01,Newcastle,Man City,0,1,A,0,0,D,Rob Harris,10,11,3,3,0,0,5,5,18,11,4,2,1,0,0,0,10,0,1.55,3.4,5.5,1.55,3.3,4.5,,,,1.53,3.5,5.5,1.57,3.5,5
E0,24/02/01,Tottenham,Leeds,1,2,A,1,1,D,Jeff Winter,13,15,4,9,1,0,5,12,16,14,4,3,2,1,0,0,20,10,2.27,3.1,2.82,2.1,2.9,2.9,,,,2.25,3.25,2.75,2.2,3.2,2.8
E0,25/02/01,Man United,Arsenal,6,1,H,5,1,H,Paul Durkin,16,6,9,2,1,0,3,3,10,6,5,8,0,0,0,0,0,0,1.77,3.2,4.1,1.8,3,3.5,,,,1.9,3.25,3.75,1.9,3.2,3.5
E0,03/03/01,Arsenal,West Ham,3,0,H,3,0,H,Mike Riley,16,4,6,2,0,0,5,6,19,12,5,6,2,3,0,0,20,30,1.5,3.55,6.2,1.6,3.2,4.2,,,,1.5,3.5,6,1.5,3.6,5.5
E0,03/03/01,Coventry,Chelsea,0,0,D,0,0,D,Steve Bennett,17,24,10,11,0,1,5,8,13,15,4,1,2,2,0,0,20,20,2.7,3,2.4,2.9,2.9,2.1,,,,2.75,3.25,2.25,2.62,3.25,2.3
E0,03/03/01,Derby,Tottenham,2,1,H,2,0,H,Rob Harris,8,13,4,7,0,0,6,7,20,12,2,1,2,3,0,0,20,30,2.33,3.1,2.7,2.1,2.9,2.9,,,,2.2,3.2,2.88,2.2,3.2,2.8
E0,03/03/01,Everton,Newcastle,1,1,D,0,0,D,David Ellaray,16,4,6,2,0,0,4,1,13,12,5,3,1,2,0,0,10,20,2.28,3.1,2.8,2.1,2.9,2.9,,,,2.05,3.25,3.1,2.2,3.2,2.8
E0,03/03/01,Leeds,Man United,1,1,D,0,0,D,Graham Barber,18,5,10,5,0,0,14,3,25,21,13,1,3,5,0,0,30,50,2.73,3.1,2.32,2.35,3,2.35,,,,2.75,3.2,2.3,2.87,3.3,2.1
E0,03/03/01,Leicester,Liverpool,2,0,H,0,0,D,Dermot Gallagher,9,8,7,3,0,0,4,7,9,7,3,1,1,1,0,0,10,10,2.63,3.15,2.38,2.4,2.9,2.4,,,,2.7,3.2,2.3,2.75,3.2,2.25
E0,03/03/01,Man City,Southampton,0,1,A,0,0,D,Jeff Winter,15,6,7,1,0,0,5,6,15,15,1,6,1,1,0,0,10,10,2.25,3.2,2.8,2.2,2.9,2.7,,,,2.25,3.25,2.75,2.2,3.25,2.75
E0,03/03/01,Middlesbrough,Charlton,0,0,D,0,0,D,Mike Dean,8,11,2,8,0,0,4,5,13,12,1,1,1,1,0,0,10,10,2.25,3.2,2.9,2,2.9,3,,,,2.05,3.2,3.2,2,3.2,3.2
E0,04/03/01,Ipswich,Bradford,3,1,H,0,1,A,Andy D'Urso,21,7,8,5,0,0,7,2,13,14,3,5,0,4,0,0,0,40,1.43,3.65,6.8,1.45,3.5,5,,,,1.44,3.6,6.75,1.33,4,8
E0,05/03/01,Sunderland,Aston Villa,1,1,D,0,0,D,Steve Lodge,18,6,12,2,1,0,5,3,17,18,3,8,1,2,0,0,10,20,1.92,3.15,3.55,1.9,3,3.1,1.83,3.2,3.75,1.91,3.2,3.6,1.9,3.2,3.5
E0,07/03/01,West Ham,Chelsea,0,2,A,0,2,A,Alan Wiley,7,17,2,6,1,0,1,0,12,9,3,0,2,2,0,0,20,20,2.25,3.15,2.8,2.3,2.9,2.5,2.6,3.2,2.37,2.5,3.2,2.5,2.5,3.1,2.5
E0,10/03/01,Aston Villa,Ipswich,2,1,H,0,1,A,Rob Styles,9,8,5,3,2,0,6,2,15,11,3,1,1,1,0,0,10,10,2.1,3.1,3.1,1.9,2.9,3.2,2.2,3.25,2.75,2.1,3.2,3,2,3.2,3.2
E0,17/03/01,Bradford,Man City,2,2,D,0,1,A,Steve Dunn,16,10,7,3,0,0,3,3,13,12,2,7,2,1,0,0,20,10,2.45,3.1,2.6,2.6,3,2.2,2.62,3.4,2.25,2.63,3.3,2.3,2.62,3.25,2.3
E0,17/03/01,Charlton,Leeds,1,2,A,1,1,D,Clive Wilkes,7,7,3,5,0,0,2,5,19,13,1,1,3,5,0,0,30,50,2.5,3.05,2.57,2.3,2.9,2.5,2.25,3.4,2.62,2.6,3.2,2.4,2.62,3.1,2.37
E0,17/03/01,Chelsea,Sunderland,2,4,A,2,1,H,Paul Durkin,14,11,6,7,1,1,4,5,15,26,11,4,0,0,0,0,0,0,1.55,3.5,5.25,1.6,3.2,4.2,1.57,3.5,5,1.57,3.4,5.5,1.53,3.4,5.5
E0,17/03/01,Man United,Leicester,2,0,H,0,0,D,Alan Wiley,19,5,8,2,1,0,14,2,11,13,6,5,1,1,0,0,10,10,1.27,4.55,9,1.35,3.8,6.2,1.28,4.5,8,1.25,5,9,1.25,4.5,10
E0,17/03/01,Newcastle,Middlesbrough,1,2,A,0,2,A,Graham Barber,16,7,5,4,1,0,5,1,14,19,6,4,0,3,0,1,0,55,1.8,3.2,4.05,1.9,3,3.1,1.83,3.2,3.75,1.8,3.2,4,1.9,3.1,3.6
E0,17/03/01,Southampton,Everton,1,0,H,0,0,D,Mark Halsey,17,5,5,1,0,0,6,6,13,18,2,0,1,1,0,0,10,10,1.82,3.25,3.9,1.8,3,3.5,1.61,3.5,4.5,1.73,3.4,4.2,1.8,3.3,3.75
E0,17/03/01,Tottenham,Coventry,3,0,H,2,0,H,Graham Poll,12,11,4,5,1,0,5,8,13,10,6,3,0,1,0,0,0,10,1.6,3.3,5.3,1.7,3.1,3.8,1.5,3.4,6,1.57,3.4,5.5,1.53,3.4,5.5
E0,17/03/01,West Ham,Ipswich,0,1,A,0,0,D,Mike Dean,5,13,2,5,0,0,4,5,14,8,5,2,0,0,0,0,0,0,2.05,3.1,3.3,2.1,2.9,2.9,2.1,3.2,3,2,3.25,3.25,2.1,3.2,3
E0,18/03/01,Aston Villa,Arsenal,0,0,D,0,0,D,Barry Knight,4,14,2,5,0,0,3,3,16,13,7,7,2,2,0,1,20,45,2.8,3.1,2.28,2.4,2.9,2.4,2.75,3.25,2.2,3,3.2,2.15,3,3.2,2.1
E0,18/03/01,Liverpool,Derby,1,1,D,0,1,A,Neale Barry,18,7,8,4,0,0,9,3,11,9,0,4,2,2,0,0,20,20,1.35,4.25,7,1.35,3.8,6.2,1.36,3.75,8,1.4,3.75,7.5,1.4,3.6,7.5
E0,31/03/01,Arsenal,Tottenham,2,0,H,0,0,D,Paul Durkin,25,4,19,3,1,0,12,2,5,6,5,4,0,1,0,0,0,10,1.52,3.45,5.38,1.6,3.2,4.2,1.67,3.4,4.33,1.6,3.25,5.5,1.57,3.25,5.5
E0,31/03/01,Bradford,Newcastle,2,2,D,2,1,H,Paul Taylor,22,14,8,7,0,0,10,8,17,23,2,8,0,1,0,0,0,10,2.9,3.15,2.2,2.8,3,2.1,2.75,3.2,2.25,2.88,3.2,2.2,3,3.2,2.1
E0,31/03/01,Chelsea,Middlesbrough,2,1,H,1,0,H,Peter Jones,17,7,5,3,0,0,4,3,19,10,5,4,2,1,0,0,20,10,1.55,3.45,5.5,1.6,3.2,4.2,1.57,3.5,5,1.5,3.5,6,1.5,3.4,6
E0,31/03/01,Coventry,Derby,2,0,H,1,0,H,David Ellaray,12,14,7,8,0,0,9,4,12,16,4,4,0,1,1,0,25,10,2.3,3,2.9,2.1,2.9,2.9,2.37,3.2,2.6,2.3,3.2,2.7,2.3,3.25,2.62
E0,31/03/01,Liverpool,Man United,2,0,H,2,0,H,Graham Poll,15,9,6,3,0,0,6,4,8,8,4,2,1,1,1,0,35,10,2.5,3,2.6,2.2,2.9,2.7,2.6,3.2,2.37,2.6,3.2,2.4,2.6,3.1,2.4
E0,31/03/01,Man City,Aston Villa,1,3,A,1,2,A,Rob Styles,12,8,6,7,1,0,9,2,18,13,2,6,6,4,1,0,85,40,2.4,3.1,2.7,2.4,2.9,2.4,2.37,3.2,2.6,2.4,3.2,2.6,2.37,3.1,2.62
E0,31/03/01,Sunderland,Leeds,0,2,A,0,1,A,Steve Dunn,14,7,8,4,0,0,8,4,17,10,2,12,2,2,0,1,20,45,2.35,3,2.8,2.2,2.9,2.7,2.2,3.25,2.75,2.25,3.2,2.8,2.25,3.2,2.75
E0,31/03/01,West Ham,Everton,0,2,A,0,1,A,Andy D'Urso,17,10,6,7,0,1,8,2,16,16,4,3,3,2,1,0,55,20,1.83,3.2,3.8,1.85,2.9,3.4,1.83,3.2,3.75,1.85,3.25,3.75,1.83,3.3,3.6
E0,01/04/01,Charlton,Leicester,2,0,H,1,0,H,Jeff Winter,16,5,9,1,2,0,6,2,12,9,3,2,2,2,0,0,20,20,2.15,3.15,3,2.1,2.9,2.9,1.91,3.25,3.4,2.1,3.25,3,2,3.2,3.2
E0,02/04/01,Southampton,Ipswich,0,3,A,0,1,A,Alan Wiley,11,11,3,5,1,1,6,7,17,15,5,4,2,1,0,0,20,10,2.15,3.1,3.05,2.1,2.9,2.9,2.2,3.2,2.8,2.1,3.2,3.2,2.1,3.2,3
E0,04/04/01,Aston Villa,Leicester,2,1,H,1,1,D,Mike Dean,9,6,5,2,0,0,10,3,11,12,2,0,2,2,0,0,20,20,1.95,3.2,3.4,1.9,2.9,3.2,1.8,3.2,4,1.85,3.25,3.75,1.8,3.3,3.75
E0,07/04/01,Aston Villa,West Ham,2,2,D,0,0,D,Rob Harris,6,7,4,5,0,1,5,3,5,3,0,5,1,3,0,0,10,30,1.82,3.2,3.9,1.8,3,3.5,,,,1.8,3.2,4,1.8,3.3,3.75
E0,07/04/01,Derby,Chelsea,0,4,A,0,0,D,Steve Lodge,3,10,2,7,1,1,1,9,13,7,4,1,1,1,0,0,10,10,2.5,3.15,2.45,2.4,2.9,2.4,,,,2.6,3.25,2.38,2.5,3.1,2.5
E0,07/04/01,Leeds,Southampton,2,0,H,1,0,H,Jeff Winter,15,6,7,2,0,0,10,1,10,11,5,1,0,0,0,0,0,0,1.5,3.6,5.75,1.6,3.2,4.2,,,,1.5,3.5,6,1.44,3.6,6.5
E0,07/04/01,Leicester,Coventry,1,3,A,1,2,A,Graham Barber,9,15,4,5,0,0,4,9,9,19,2,1,3,2,0,0,30,20,1.67,3.4,4.45,1.7,3.1,3.8,,,,1.83,3.25,4,1.83,3.3,3.6
E0,08/04/01,Everton,Man City,3,1,H,2,1,H,David Ellaray,11,13,7,5,0,0,8,8,17,18,7,1,0,3,1,1,25,55,1.88,3.15,3.75,1.85,3,3.3,,,,1.85,3.25,3.75,1.8,3.3,3.75
E0,09/04/01,Middlesbrough,Sunderland,0,0,D,0,0,D,Andy D'Urso ,12,12,6,4,0,2,3,2,22,22,5,7,5,3,1,0,75,30,2.37,3.15,2.65,2.2,2.9,2.7,2.5,2.87,2.62,2.4,3.2,2.6,2.5,3.1,2.5
E0,10/04/01,Ipswich,Liverpool,1,1,D,0,0,D,Steve Dunn,8,7,5,2,0,0,6,1,10,15,4,2,0,0,0,0,0,0,2.5,3.1,2.55,2.3,2.9,2.5,2.4,3.25,2.5,2.4,3.2,2.6,2.5,3.1,2.5
